MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/17/2023 17:02:59,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,1,0,0,0,nan,nan,0.35
10/17/2023 17:03:20,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,2,0,0,0,nan,nan,0.57
10/17/2023 17:03:26,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,2,0,0,0,nan,nan,nan
10/17/2023 17:05:05,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,3,0,0,0,nan,nan,0.58
10/17/2023 17:05:08,1.17.0,Bandit,25,4.17,nan,15,10,40,LeftinTimeOut,Right,3,0,0,0,nan,nan,nan
10/17/2023 17:05:09,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,3,0,0,0,nan,nan,nan
10/17/2023 17:05:11,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,3,0,0,0,nan,nan,nan
10/17/2023 17:05:12,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,3,0,0,0,nan,nan,nan
10/17/2023 17:05:40,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,4,0,0,0,nan,nan,0.06
10/17/2023 17:05:48,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,4,0,0,0,nan,nan,nan
10/17/2023 17:05:55,1.17.0,Bandit,25,4.17,nan,15,10,40,Left,Right,5,0,0,0,nan,nan,0.23
10/17/2023 17:05:56,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,5,0,0,0,nan,nan,nan
10/17/2023 17:05:57,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,5,0,0,0,nan,nan,nan
10/17/2023 17:07:34,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,6,0,0,0,nan,nan,0.47
10/17/2023 17:10:10,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,7,0,0,0,nan,nan,0.27
10/17/2023 17:13:11,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,8,0,0,0,nan,nan,0.94
10/17/2023 17:13:16,1.17.0,Bandit,25,4.17,nan,15,10,40,LeftinTimeOut,Right,8,0,0,0,nan,nan,nan
10/17/2023 17:13:16,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,8,0,0,0,nan,nan,nan
10/17/2023 17:13:22,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,8,0,0,0,nan,nan,nan
10/17/2023 17:13:24,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,8,0,0,0,nan,nan,nan
10/17/2023 17:13:31,1.17.0,Bandit,25,4.18,nan,15,10,40,Left,Right,9,0,0,0,nan,nan,0.05
10/17/2023 17:13:33,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,9,0,0,0,nan,nan,nan
10/17/2023 17:13:34,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,9,0,0,0,nan,nan,nan
10/17/2023 17:13:34,1.17.0,Bandit,25,4.17,nan,15,10,40,LeftinTimeOut,Right,9,0,0,0,nan,nan,nan
10/17/2023 17:13:36,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,9,0,0,0,nan,nan,nan
10/17/2023 17:13:37,1.17.0,Bandit,25,4.18,nan,15,10,40,LeftinTimeOut,Right,9,0,0,0,nan,nan,nan
