MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/17/2023 16:57:33,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,1,0,0,0,nan,nan,0.42
10/17/2023 16:58:43,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,1,1,0,0,nan,nan,0.02
10/17/2023 16:59:34,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,2,1,0,0,nan,nan,0.44
10/17/2023 16:59:35,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,2,1,0,0,nan,nan,0.00
10/17/2023 16:59:36,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,2,1,0,0,nan,nan,0.00
10/17/2023 16:59:37,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,2,1,0,0,nan,nan,0.00
10/17/2023 17:01:13,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,2,2,0,0,nan,nan,0.01
10/17/2023 17:03:49,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,3,2,0,0,nan,nan,0.35
10/17/2023 17:03:53,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,3,2,0,0,nan,nan,nan
10/17/2023 17:04:12,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,4,2,0,0,nan,nan,0.00
10/17/2023 17:04:18,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,4,2,0,0,nan,nan,nan
10/17/2023 17:05:44,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,4,3,0,0,nan,nan,0.06
10/17/2023 17:05:49,1.17.0,Bandit,6,4.18,2,15,10,40,Pellet,Right,4,3,1,0,0.88,nan,nan
10/17/2023 17:06:47,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,5,3,1,1,nan,nan,0.06
10/17/2023 17:07:18,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,5,4,1,1,nan,nan,0.13
10/17/2023 17:07:32,1.17.0,Bandit,6,4.18,2,15,10,40,Pellet,Right,5,4,2,1,10.26,103,nan
10/17/2023 17:08:21,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,5,5,2,2,nan,nan,0.11
10/17/2023 17:08:24,1.17.0,Bandit,6,4.18,1,15,10,40,Pellet,Right,5,5,3,2,1.19,52,nan
10/17/2023 17:09:41,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,5,6,3,3,nan,nan,0.19
10/17/2023 17:14:51,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,6,6,3,3,nan,nan,0.36
10/17/2023 17:14:57,1.17.0,Bandit,6,4.18,1,15,10,40,Pellet,Right,6,6,4,3,4.11,393,nan
10/17/2023 17:15:03,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,7,6,4,4,nan,nan,0.25
10/17/2023 17:16:08,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,8,6,4,4,nan,nan,0.02
10/17/2023 17:18:28,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,9,6,4,4,nan,nan,0.12
10/17/2023 17:20:10,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,10,6,4,4,nan,nan,0.01
10/17/2023 17:24:53,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,10,7,4,4,nan,nan,0.08
10/17/2023 17:24:56,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,10,7,4,4,nan,nan,0.00
10/17/2023 17:27:03,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,11,7,4,4,nan,nan,0.10
10/17/2023 17:27:12,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,11,7,4,4,nan,nan,0.00
10/17/2023 17:27:16,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,11,8,4,4,nan,nan,0.27
10/17/2023 17:27:18,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,11,8,4,4,nan,nan,0.00
10/17/2023 17:27:18,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,11,8,4,4,nan,nan,0.00
10/17/2023 17:27:24,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,11,8,4,4,nan,nan,nan
10/17/2023 17:27:44,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,12,8,4,4,nan,nan,0.25
10/17/2023 17:27:50,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,12,8,4,4,nan,nan,0.00
10/17/2023 17:27:50,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,12,8,4,4,nan,nan,0.00
10/17/2023 17:27:58,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,12,9,4,4,nan,nan,0.33
10/17/2023 17:28:00,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,12,9,4,4,nan,nan,0.00
10/17/2023 17:28:00,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,12,9,4,4,nan,nan,0.00
10/17/2023 17:28:16,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,13,9,4,4,nan,nan,0.44
10/17/2023 17:28:45,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,14,9,4,4,nan,nan,0.16
10/17/2023 17:28:51,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,14,9,4,4,nan,nan,nan
10/17/2023 17:28:52,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,14,9,4,4,nan,nan,nan
10/17/2023 17:28:54,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,14,9,4,4,nan,nan,nan
10/17/2023 17:29:05,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,15,9,4,4,nan,nan,0.00
10/17/2023 17:29:33,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,16,9,4,4,nan,nan,0.06
10/17/2023 17:32:05,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,17,9,4,4,nan,nan,0.04
10/17/2023 17:32:08,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,17,9,4,4,nan,nan,nan
10/17/2023 17:32:08,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,17,9,4,4,nan,nan,nan
10/17/2023 17:32:11,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,17,9,4,4,nan,nan,nan
10/17/2023 17:32:13,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,17,9,4,4,nan,nan,nan
10/17/2023 17:32:16,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,17,9,4,4,nan,nan,nan
10/17/2023 17:33:26,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,18,9,4,4,nan,nan,0.13
10/17/2023 17:33:29,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,18,9,4,4,nan,nan,nan
10/17/2023 17:33:30,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,18,9,4,4,nan,nan,nan
10/17/2023 17:33:33,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,18,9,4,4,nan,nan,0.00
10/17/2023 17:33:47,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,18,10,4,4,nan,nan,0.08
10/17/2023 17:34:00,1.17.0,Bandit,6,4.18,2,15,10,40,Pellet,Right,18,10,5,4,9.50,1143,nan
10/17/2023 17:45:46,1.17.0,Bandit,6,4.18,nan,15,10,40,Right,Right,18,11,5,5,nan,nan,0.01
10/17/2023 17:46:39,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,19,11,5,5,nan,nan,0.06
10/17/2023 17:47:15,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,20,11,5,5,nan,nan,0.20
10/17/2023 17:53:45,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,21,11,5,5,nan,nan,1.72
10/17/2023 17:53:50,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,21,11,5,5,nan,nan,nan
10/17/2023 18:10:37,1.17.0,Bandit,6,4.17,nan,15,10,40,Left,Right,22,11,5,5,nan,nan,0.32
10/17/2023 18:32:00,1.17.0,Bandit,6,4.17,nan,15,10,40,Left,Right,23,11,5,5,nan,nan,0.24
10/17/2023 18:32:06,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,23,11,5,5,nan,nan,nan
10/17/2023 18:32:09,1.17.0,Bandit,6,4.18,nan,15,10,40,RightinTimeout,Right,23,11,5,5,nan,nan,0.00
10/17/2023 18:32:12,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,24,11,5,5,nan,nan,0.32
10/17/2023 18:32:15,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,24,11,5,5,nan,nan,nan
10/17/2023 18:32:23,1.17.0,Bandit,6,4.17,nan,15,10,40,LeftinTimeOut,Right,24,11,5,5,nan,nan,nan
10/17/2023 18:32:26,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,25,11,5,5,nan,nan,1.57
10/17/2023 18:32:33,1.17.0,Bandit,6,4.18,nan,15,10,40,LeftinTimeOut,Right,25,11,5,5,nan,nan,nan
10/17/2023 18:32:38,1.17.0,Bandit,6,4.17,nan,15,10,40,LeftinTimeOut,Right,25,11,5,5,nan,nan,nan
10/17/2023 18:32:42,1.17.0,Bandit,6,4.18,nan,15,10,40,Left,Right,26,11,5,5,nan,nan,1.77
10/17/2023 18:32:46,1.17.0,Bandit,6,4.17,nan,15,10,40,LeftinTimeOut,Right,26,11,5,5,nan,nan,nan
10/17/2023 18:32:51,1.17.0,Bandit,6,4.17,nan,15,10,40,LeftinTimeOut,Right,26,11,5,5,nan,nan,nan
