MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/17/2023 17:03:34,1.17.0,Bandit,22,3.91,nan,15,10,40,Right,Right,0,1,0,0,nan,nan,0.13
10/17/2023 17:04:44,1.17.0,Bandit,22,3.91,nan,15,10,40,RightWithPellet,Right,0,1,0,0,nan,nan,0.38
10/17/2023 17:05:12,1.17.0,Bandit,22,3.91,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.16
10/17/2023 17:06:16,1.17.0,Bandit,22,3.91,nan,15,10,40,RightWithPellet,Right,0,1,0,0,nan,nan,0.21
10/17/2023 17:06:55,1.17.0,Bandit,22,3.91,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.05
10/17/2023 17:06:57,1.17.0,Bandit,22,3.91,3,15,10,40,Pellet,Right,0,1,1,0,Timed_out,nan,nan
10/17/2023 17:07:31,1.17.0,Bandit,22,3.91,nan,15,10,40,Left,Right,1,1,1,1,nan,nan,0.07
10/17/2023 17:11:54,1.17.0,Bandit,22,3.91,nan,15,10,40,Left,Right,2,1,1,1,nan,nan,0.00
10/17/2023 17:12:52,1.17.0,Bandit,22,3.91,nan,15,10,40,Right,Right,2,2,1,1,nan,nan,0.24
10/17/2023 17:14:49,1.17.0,Bandit,22,3.91,nan,15,10,40,Right,Right,2,3,1,1,nan,nan,0.30
10/17/2023 17:15:26,1.17.0,Bandit,22,3.91,2,15,10,40,Pellet,Right,2,3,2,1,35.39,509,nan
10/17/2023 17:16:11,1.17.0,Bandit,22,3.91,nan,15,10,40,Left,Right,3,3,2,2,nan,nan,0.02
10/17/2023 17:19:40,1.17.0,Bandit,22,3.91,nan,15,10,40,Right,Right,3,4,2,2,nan,nan,0.04
10/17/2023 17:19:43,1.17.0,Bandit,22,3.91,2,15,10,40,Pellet,Right,3,4,3,2,0.94,257,nan
10/17/2023 17:27:00,1.17.0,Bandit,22,3.91,nan,15,10,40,Left,Right,4,4,3,3,nan,nan,0.14
10/17/2023 17:27:08,1.17.0,Bandit,22,3.91,nan,15,10,40,RightinTimeout,Right,4,4,3,3,nan,nan,0.00
10/17/2023 17:27:08,1.17.0,Bandit,22,3.91,nan,15,10,40,RightinTimeout,Right,4,4,3,3,nan,nan,0.00
10/17/2023 17:45:00,1.17.0,Bandit,22,3.91,nan,15,10,40,Left,Right,5,4,3,3,nan,nan,0.21
10/17/2023 17:45:14,1.17.0,Bandit,22,3.91,nan,15,10,40,Left,Right,6,4,3,3,nan,nan,0.14
