MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/10/2023 14:28:20,1.17.0,Bandit,5,4.20,nan,15,10,40,Right,Right,0,1,0,0,nan,nan,0.10
10/10/2023 14:30:42,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.17
10/10/2023 14:31:12,1.17.0,Bandit,5,4.20,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.16
10/10/2023 14:32:26,1.17.0,Bandit,5,4.20,nan,15,10,40,RightWithPellet,Right,0,1,0,0,nan,nan,0.01
10/10/2023 14:34:19,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.04
10/10/2023 14:34:41,1.17.0,Bandit,5,4.19,1,15,10,40,Pellet,Right,0,1,1,0,Timed_out,nan,nan
10/10/2023 14:35:50,1.17.0,Bandit,5,4.20,nan,15,10,40,Right,Right,0,2,1,1,nan,nan,0.12
10/10/2023 14:36:45,1.17.0,Bandit,5,4.20,nan,15,10,40,Left,Right,1,2,1,1,nan,nan,0.13
10/10/2023 14:41:47,1.17.0,Bandit,5,4.19,nan,15,10,40,Right,Right,1,3,1,1,nan,nan,0.23
10/10/2023 14:42:13,1.17.0,Bandit,5,4.19,nan,15,10,40,Left,Right,2,3,1,1,nan,nan,0.00
10/10/2023 14:42:14,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftinTimeOut,Right,2,3,1,1,nan,nan,nan
10/10/2023 14:42:16,1.17.0,Bandit,5,4.20,nan,15,10,40,LeftinTimeOut,Right,2,3,1,1,nan,nan,nan
10/10/2023 14:42:17,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftinTimeOut,Right,2,3,1,1,nan,nan,nan
10/10/2023 14:42:18,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftinTimeOut,Right,2,3,1,1,nan,nan,nan
10/10/2023 14:42:21,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftinTimeOut,Right,2,3,1,1,nan,nan,nan
10/10/2023 14:42:37,1.17.0,Bandit,5,4.19,nan,15,10,40,Left,Right,3,3,1,1,nan,nan,0.10
10/10/2023 14:45:39,1.17.0,Bandit,5,4.20,nan,15,10,40,Left,Right,4,3,1,1,nan,nan,0.08
10/10/2023 14:48:54,1.17.0,Bandit,5,4.19,nan,15,10,40,Right,Right,4,4,1,1,nan,nan,0.22
10/10/2023 14:49:02,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftinTimeOut,Right,4,4,1,1,nan,nan,nan
10/10/2023 14:51:10,1.17.0,Bandit,5,4.19,nan,15,10,40,Right,Right,4,5,1,1,nan,nan,0.01
10/10/2023 14:51:14,1.17.0,Bandit,5,4.19,nan,15,10,40,LeftinTimeOut,Right,4,5,1,1,nan,nan,nan
10/10/2023 14:53:41,1.17.0,Bandit,5,4.19,nan,15,10,40,Right,Right,4,6,1,1,nan,nan,0.14
10/10/2023 14:54:42,1.17.0,Bandit,5,4.19,nan,15,10,40,Left,Right,5,6,1,1,nan,nan,0.25
10/10/2023 14:54:43,1.17.0,Bandit,5,4.20,nan,15,10,40,LeftinTimeOut,Right,5,6,1,1,nan,nan,nan
10/10/2023 15:09:51,1.17.0,Bandit,5,4.19,nan,15,10,40,Right,Right,5,7,1,1,nan,nan,0.06
10/10/2023 15:09:55,1.17.0,Bandit,5,4.20,1,15,10,40,Pellet,Right,5,7,2,1,1.52,2114,nan
