MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/10/2023 14:45:11,1.17.0,Bandit,24,4.20,nan,15,10,40,Right,Right,0,1,0,0,nan,nan,0.13
10/10/2023 14:47:38,1.17.0,Bandit,24,4.21,nan,15,10,40,RightWithPellet,Right,0,1,0,0,nan,nan,0.16
10/10/2023 14:47:40,1.17.0,Bandit,24,4.20,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.27
10/10/2023 14:49:11,1.17.0,Bandit,24,4.21,1,15,10,40,Pellet,Right,0,1,1,0,Timed_out,nan,nan
10/10/2023 14:50:14,1.17.0,Bandit,24,4.20,nan,15,10,40,Right,Right,0,2,1,1,nan,nan,0.17
10/10/2023 14:51:43,1.17.0,Bandit,24,4.21,nan,15,10,40,Left,Right,1,2,1,1,nan,nan,0.00
10/10/2023 14:53:07,1.17.0,Bandit,24,4.20,nan,15,10,40,Right,Right,1,3,1,1,nan,nan,0.00
10/10/2023 14:55:20,1.17.0,Bandit,24,4.20,nan,15,10,40,Right,Right,1,4,1,1,nan,nan,0.06
10/10/2023 14:55:23,1.17.0,Bandit,24,4.21,1,15,10,40,Pellet,Right,1,4,2,1,0.88,372,nan
10/10/2023 14:58:42,1.17.0,Bandit,24,4.20,nan,15,10,40,Left,Right,2,4,2,2,nan,nan,0.05
10/10/2023 14:58:47,1.17.0,Bandit,24,4.20,nan,15,10,40,RightinTimeout,Right,2,4,2,2,nan,nan,0.00
10/10/2023 14:58:48,1.17.0,Bandit,24,4.20,nan,15,10,40,RightinTimeout,Right,2,4,2,2,nan,nan,0.00
10/10/2023 14:58:49,1.17.0,Bandit,24,4.20,nan,15,10,40,RightinTimeout,Right,2,4,2,2,nan,nan,0.00
10/10/2023 15:05:53,1.17.0,Bandit,24,4.21,nan,15,10,40,Left,Right,3,4,2,2,nan,nan,0.11
10/10/2023 15:07:47,1.17.0,Bandit,24,4.20,nan,15,10,40,Left,Right,4,4,2,2,nan,nan,0.14
10/10/2023 15:08:12,1.17.0,Bandit,24,4.20,nan,15,10,40,Right,Right,4,5,2,2,nan,nan,0.05
10/10/2023 15:11:43,1.17.0,Bandit,24,4.20,nan,15,10,40,Left,Right,5,5,2,2,nan,nan,0.15
10/10/2023 15:12:17,1.17.0,Bandit,24,4.21,nan,15,10,40,Right,Right,5,6,2,2,nan,nan,0.12
10/10/2023 15:12:52,1.17.0,Bandit,24,4.20,1,15,10,40,Pellet,Right,5,6,3,2,33.22,1049,nan
10/10/2023 15:13:19,1.17.0,Bandit,24,4.20,nan,15,10,40,Left,Right,6,6,3,3,nan,nan,0.18
