MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/10/2023 14:29:19,1.17.0,Bandit,12,4.11,nan,15,10,40,Right,Right,0,1,0,0,nan,nan,0.09
10/10/2023 14:30:21,1.17.0,Bandit,12,4.11,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.21
10/10/2023 14:31:57,1.17.0,Bandit,12,4.11,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.04
10/10/2023 14:34:13,1.17.0,Bandit,12,4.11,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.08
10/10/2023 14:37:33,1.17.0,Bandit,12,4.11,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.15
10/10/2023 14:39:00,1.17.0,Bandit,12,4.11,nan,15,10,40,LeftWithPellet,Right,0,1,0,0,nan,nan,0.06
10/10/2023 14:39:03,1.17.0,Bandit,12,4.11,5,15,10,40,Pellet,Right,0,1,1,0,Timed_out,nan,nan
10/10/2023 14:44:44,1.17.0,Bandit,12,4.11,nan,15,10,40,Left,Right,1,1,1,1,nan,nan,0.02
10/10/2023 14:49:49,1.17.0,Bandit,12,4.11,nan,15,10,40,Right,Right,1,2,1,1,nan,nan,0.11
10/10/2023 14:49:55,1.17.0,Bandit,12,4.11,2,15,10,40,Pellet,Right,1,2,2,1,4.62,652,nan
10/10/2023 14:52:57,1.17.0,Bandit,12,4.11,nan,15,10,40,Left,Right,2,2,2,2,nan,nan,0.19
10/10/2023 14:56:13,1.17.0,Bandit,12,4.11,nan,15,10,40,Left,Right,3,2,2,2,nan,nan,0.07
10/10/2023 15:02:12,1.17.0,Bandit,12,4.11,nan,15,10,40,Left,Right,4,2,2,2,nan,nan,0.00
