MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,10/21/2023 17:29:03,1.17.0,Bandit,21,4.18,nan,15,10,40,Left,Right,1,0,0.1,0.2,nan.1,nan.2,0.11
10/10/2023 14:20:34,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,5.0,3.0,2.0,2.0,,,0.16,,,,,,,,,,,,,,,,,,
10/10/2023 14:20:38,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,LeftinTimeOut,Right,5.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 14:23:03,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,6.0,3.0,2.0,2.0,,,0.15,,,,,,,,,,,,,,,,,,
10/10/2023 14:30:29,1.17.0,Bandit,21.0,3.84,,15.0,10.0,40.0,Right,Right,6.0,4.0,2.0,2.0,,,0.22,,,,,,,,,,,,,,,,,,
10/10/2023 14:30:54,1.17.0,Bandit,21.0,3.83,3.0,15.0,10.0,40.0,Pellet,Right,6.0,4.0,3.0,2.0,20.32,643.0,,,,,,,,,,,,,,,,,,,
10/10/2023 14:31:14,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,6.0,5.0,3.0,3.0,,,0.02,,,,,,,,,,,,,,,,,,
10/10/2023 14:31:16,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,6.0,5.0,4.0,3.0,0.06,22.0,,,,,,,,,,,,,,,,,,,
10/10/2023 14:31:36,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,6.0,6.0,4.0,4.0,,,0.02,,,,,,,,,,,,,,,,,,
10/10/2023 14:31:38,1.17.0,Bandit,21.0,3.83,1.0,15.0,10.0,40.0,Pellet,Right,6.0,6.0,5.0,4.0,0.06,22.0,,,,,,,,,,,,,,,,,,,
10/10/2023 14:58:39,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,6.0,7.0,5.0,5.0,,,0.24,,,,,,,,,,,,,,,,,,
10/10/2023 14:58:42,1.17.0,Bandit,21.0,3.84,,15.0,10.0,40.0,RightinTimeout,Right,6.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 14:58:47,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,LeftinTimeOut,Right,6.0,7.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:20,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,7.0,7.0,5.0,5.0,,,0.29,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:22,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:23,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:23,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:23,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:24,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:27,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,LeftinTimeOut,Right,7.0,7.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:31,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,7.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:32,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,7.0,8.0,5.0,5.0,,,0.3,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:34,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,7.0,8.0,6.0,5.0,0.06,7736.0,,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:53,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,7.0,9.0,6.0,6.0,,,0.09,,,,,,,,,,,,,,,,,,
10/10/2023 16:40:55,1.17.0,Bandit,21.0,3.83,1.0,15.0,10.0,40.0,Pellet,Right,7.0,9.0,7.0,6.0,0.24,21.0,,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:16,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,7.0,10.0,7.0,7.0,,,0.12,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:19,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:19,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:19,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:20,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:20,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:21,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:23,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:23,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:24,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:24,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:24,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:25,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,7.0,10.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:30,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,7.0,11.0,7.0,7.0,,,0.37,,,,,,,,,,,,,,,,,,
10/10/2023 16:41:34,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,7.0,11.0,8.0,7.0,0.06,38.0,,,,,,,,,,,,,,,,,,,
10/10/2023 16:42:11,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,7.0,12.0,8.0,8.0,,,0.11,,,,,,,,,,,,,,,,,,
10/10/2023 16:42:31,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,7.0,12.0,9.0,8.0,15.53,58.0,,,,,,,,,,,,,,,,,,,
10/10/2023 16:43:06,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,8.0,12.0,9.0,9.0,,,0.52,,,,,,,,,,,,,,,,,,
10/10/2023 16:43:42,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,8.0,13.0,9.0,9.0,,,0.08,,,,,,,,,,,,,,,,,,
10/10/2023 16:43:48,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,LeftinTimeOut,Right,8.0,13.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 16:44:01,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,9.0,13.0,9.0,9.0,,,0.24,,,,,,,,,,,,,,,,,,
10/10/2023 16:44:41,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,9.0,14.0,9.0,9.0,,,0.28,,,,,,,,,,,,,,,,,,
10/10/2023 16:44:44,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,9.0,14.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:44:44,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,9.0,14.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 16:44:44,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,9.0,14.0,9.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 18:02:28,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,9.0,15.0,9.0,9.0,,,0.03,,,,,,,,,,,,,,,,,,
10/10/2023 18:02:29,1.17.0,Bandit,21.0,3.83,1.0,15.0,10.0,40.0,Pellet,Right,9.0,15.0,10.0,9.0,0.06,4798.0,,,,,,,,,,,,,,,,,,,
10/10/2023 18:02:51,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,9.0,16.0,10.0,10.0,,,0.37,,,,,,,,,,,,,,,,,,
10/10/2023 18:03:04,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,9.0,17.0,10.0,10.0,,,0.2,,,,,,,,,,,,,,,,,,
10/10/2023 18:03:08,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,9.0,17.0,11.0,10.0,0.06,39.0,,,,,,,,,,,,,,,,,,,
10/10/2023 18:03:46,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Right,Right,9.0,18.0,11.0,11.0,,,0.38,,,,,,,,,,,,,,,,,,
10/10/2023 18:03:50,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,9.0,18.0,12.0,11.0,0.12,42.0,,,,,,,,,,,,,,,,,,,
10/10/2023 18:04:32,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,9.0,19.0,12.0,12.0,,,0.11,,,,,,,,,,,,,,,,,,
10/10/2023 18:04:40,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,9.0,19.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 18:04:40,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,9.0,19.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 18:04:53,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,10.0,19.0,12.0,12.0,,,0.04,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:22,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,11.0,19.0,12.0,12.0,,,0.13,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:26,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,11.0,19.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:27,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,11.0,19.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:32,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,11.0,19.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:33,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,11.0,19.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:40,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Left,Right,12.0,19.0,12.0,12.0,,,0.19,,,,,,,,,,,,,,,,,,
10/10/2023 19:32:43,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,LeftinTimeOut,Right,12.0,19.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 19:34:14,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,12.0,20.0,12.0,12.0,,,0.26,,,,,,,,,,,,,,,,,,
10/10/2023 19:34:19,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,LeftinTimeOut,Right,12.0,20.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 19:34:20,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,LeftinTimeOut,Right,12.0,20.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:45,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Right,Right,12.0,21.0,12.0,12.0,,,0.38,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:47,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:47,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:47,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:55,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:55,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:56,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:56,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:56,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,21.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:42:59,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,12.0,22.0,12.0,12.0,,,0.52,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:02,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,22.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:02,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,22.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:03,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,22.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:06,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,LeftinTimeOut,Right,12.0,22.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:07,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,LeftinTimeOut,Right,12.0,22.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:10,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,22.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:10,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,22.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:10,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,22.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:14,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,12.0,23.0,12.0,12.0,,,0.7,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:30,1.17.0,Bandit,21.0,3.83,2.0,15.0,10.0,40.0,Pellet,Right,12.0,23.0,13.0,12.0,12.15,5980.0,,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:53,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,12.0,24.0,13.0,13.0,,,0.03,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:55,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:55,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:55,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:56,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:56,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:57,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:57,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:57,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:43:59,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:00,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:00,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:00,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:00,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,12.0,24.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:07,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Left,Right,13.0,24.0,13.0,13.0,,,0.12,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:28,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Right,Right,13.0,25.0,13.0,13.0,,,0.03,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:29,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,13.0,25.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:30,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,13.0,25.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:30,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,13.0,25.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:30,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,13.0,25.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:31,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,13.0,25.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:44:31,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,RightinTimeout,Right,13.0,25.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:45:15,1.17.0,Bandit,21.0,3.83,,15.0,10.0,40.0,Right,Right,13.0,26.0,13.0,13.0,,,0.03,,,,,,,,,,,,,,,,,,
10/10/2023 19:45:21,1.17.0,Bandit,21.0,3.83,4.0,15.0,10.0,40.0,Pellet,Right,13.0,26.0,14.0,13.0,0.06,111.0,,,,,,,,,,,,,,,,,,,
10/10/2023 19:46:12,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Right,Right,13.0,27.0,14.0,14.0,,,0.14,,,,,,,,,,,,,,,,,,
10/10/2023 19:46:14,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,13.0,27.0,14.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:46:14,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,RightinTimeout,Right,13.0,27.0,14.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 19:46:30,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Left,Right,14.0,27.0,14.0,14.0,,,0.17,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:15,1.17.0,Bandit,21.0,3.82,,15.0,10.0,40.0,Right,Right,14.0,28.0,14.0,14.0,,,0.21,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:19,1.17.0,Bandit,21.0,3.82,3.0,15.0,10.0,40.0,Pellet,Right,14.0,28.0,15.0,14.0,0.06,3658.0,,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:55,1.17.0,Bandit,21.0,3.83,,15.0,35.0,65.0,Right,Right,14.0,29.0,15.0,0.0,,,0.28,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:57,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,14.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:58,1.17.0,Bandit,21.0,3.83,,15.0,35.0,65.0,RightinTimeout,Right,14.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:58,1.17.0,Bandit,21.0,3.83,,15.0,35.0,65.0,RightinTimeout,Right,14.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:58,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,14.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:46:59,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,14.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:10,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,Left,Right,15.0,29.0,15.0,0.0,,,0.1,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:12,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,LeftinTimeOut,Right,15.0,29.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:15,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,15.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:15,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,15.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:15,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,15.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:16,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,15.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
10/10/2023 20:47:17,1.17.0,Bandit,21.0,3.82,,15.0,35.0,65.0,RightinTimeout,Right,15.0,29.0,15.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
