MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,PelletsToSwitch,Prob_left,Prob_right,Event,High_prob_poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
10/17/2023 17:09:36,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,1,0,0,0,nan,nan,0.52
10/17/2023 17:10:52,1.17.0,Bandit,34,4.19,nan,15,10,40,Left,Right,2,0,0,0,nan,nan,0.21
10/17/2023 17:12:02,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,2,1,0,0,nan,nan,0.11
10/17/2023 17:16:45,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,3,1,0,0,nan,nan,0.02
10/17/2023 17:19:59,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,3,2,0,0,nan,nan,0.16
10/17/2023 17:20:04,1.17.0,Bandit,34,4.18,3,15,10,40,Pellet,Right,3,2,1,0,0.56,nan,nan
10/17/2023 17:28:32,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,4,2,1,1,nan,nan,0.21
10/17/2023 17:28:53,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,4,3,1,1,nan,nan,0.01
10/17/2023 17:28:58,1.17.0,Bandit,34,4.18,3,15,10,40,Pellet,Right,4,3,2,1,0.56,534,nan
10/17/2023 17:32:20,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,5,3,2,2,nan,nan,0.16
10/17/2023 17:33:03,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,6,3,2,2,nan,nan,0.17
10/17/2023 17:33:05,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,6,3,2,2,nan,nan,nan
10/17/2023 17:36:07,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,6,4,2,2,nan,nan,0.02
10/17/2023 17:42:58,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,7,4,2,2,nan,nan,0.17
10/17/2023 17:43:00,1.17.0,Bandit,34,4.18,2,15,10,40,Pellet,Right,7,4,3,2,0.06,842,nan
10/17/2023 17:43:27,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,8,4,3,3,nan,nan,0.29
10/17/2023 17:52:29,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,8,5,3,3,nan,nan,0.13
10/17/2023 17:53:19,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,8,6,3,3,nan,nan,0.14
10/17/2023 17:53:25,1.17.0,Bandit,34,4.18,nan,15,10,40,RightinTimeout,Right,8,6,3,3,nan,nan,0.00
10/17/2023 17:53:46,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,9,6,3,3,nan,nan,0.81
10/17/2023 17:53:48,1.17.0,Bandit,34,4.18,2,15,10,40,Pellet,Right,9,6,4,3,0.44,648,nan
10/17/2023 17:54:12,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,10,6,4,4,nan,nan,0.09
10/17/2023 17:54:31,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,11,6,4,4,nan,nan,0.05
10/17/2023 17:56:23,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,11,7,4,4,nan,nan,0.34
10/17/2023 17:56:27,1.17.0,Bandit,34,4.18,nan,15,10,40,RightinTimeout,Right,11,7,4,4,nan,nan,0.00
10/17/2023 17:58:55,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,12,7,4,4,nan,nan,0.26
10/17/2023 17:59:44,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,13,7,4,4,nan,nan,0.09
10/17/2023 18:00:31,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,14,7,4,4,nan,nan,0.58
10/17/2023 18:02:31,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,15,7,4,4,nan,nan,0.19
10/17/2023 18:02:36,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,15,7,4,4,nan,nan,nan
10/17/2023 18:05:16,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,15,8,4,4,nan,nan,0.76
10/17/2023 18:05:18,1.17.0,Bandit,34,4.18,nan,15,10,40,RightinTimeout,Right,15,8,4,4,nan,nan,0.00
10/17/2023 18:05:18,1.17.0,Bandit,34,4.18,nan,15,10,40,RightinTimeout,Right,15,8,4,4,nan,nan,0.00
10/17/2023 18:06:22,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,16,8,4,4,nan,nan,0.29
10/17/2023 18:06:35,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,16,9,4,4,nan,nan,0.32
10/17/2023 18:10:26,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,17,9,4,4,nan,nan,0.38
10/17/2023 18:17:58,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,18,9,4,4,nan,nan,0.25
10/17/2023 18:19:26,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,19,9,4,4,nan,nan,0.02
10/17/2023 18:19:29,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,19,9,4,4,nan,nan,nan
10/17/2023 18:19:29,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,19,9,4,4,nan,nan,nan
10/17/2023 18:19:44,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,20,9,4,4,nan,nan,0.05
10/17/2023 18:23:04,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,21,9,4,4,nan,nan,0.58
10/17/2023 18:23:08,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,21,9,4,4,nan,nan,nan
10/17/2023 18:23:08,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,21,9,4,4,nan,nan,nan
10/17/2023 18:23:09,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,21,9,4,4,nan,nan,nan
10/17/2023 18:23:12,1.17.0,Bandit,34,4.18,nan,15,10,40,LeftinTimeOut,Right,21,9,4,4,nan,nan,nan
10/17/2023 18:23:22,1.17.0,Bandit,34,4.18,nan,15,10,40,Right,Right,21,10,4,4,nan,nan,0.42
10/17/2023 18:23:25,1.17.0,Bandit,34,4.18,1,15,10,40,Pellet,Right,21,10,5,4,0.37,1777,nan
10/17/2023 18:23:48,1.17.0,Bandit,34,4.18,nan,15,10,40,Left,Right,22,10,5,5,nan,nan,0.10
